size 80 80
tileset outdoor
visibilityRadius 7
unexplored


encounter "mushroomMen_lvl09" 27 62
encounter "mushroomMen_lvl09" 56 65
encounter "mushroomMen_lvl09" 72 62
encounter "mushroomMen_lvl09" 69 46
encounter "mushroomMen_lvl09" 70 28
encounter "mushroomMen_lvl09" 60 38
encounter "mushroomMen_lvl09" 39 56
encounter "mushroomMen_lvl09" 9 57
encounter "mushroomMen_lvl09" 12 69
encounter "deepDwarves_lvl09" 52 52
encounter "deepDwarves_lvl09" 37 45
encounter "deepDwarves_lvl09" 37 30
encounter "deepDwarves_lvl09" 50 21
encounter "deepDwarves_lvl09" 61 14
encounter "deepDwarves_lvl09" 69 6
encounter "deepDwarves_lvl09" 52 6
encounter "skeletons_lvl09" 12 39
encounter "skeletons_lvl09" 7 46
encounter "skeletons_lvl09" 17 27
encounter "skeletons_lvl09" 12 17
encounter "skeletons_lvl09" 31 22
encounter "skeletons_lvl09" 41 13
encounter "skeletons_lvl09" 22 9
encounter "skeletons_lvl09" 7 8
encounter "mushroomForestSlaverWall" 34 2

item 1 "chest_weapon_level10" 16 15
item 1 "spikeTrap" 70 10
item 1 "chest_weapon_level10" 50 29
item 1 "chest_level10" 62 49
item 1 "armorstand_level10" 6 55
item 1 "chest_lock_level10" 9 48
item 1 "chest_weapon_level10" 6 74
item 1 "chest_level05" 5 55
item 1 "freezeTrap" 37 36
item 1 "chest_lock_level10fine" 64 75
item 1 "flameTrap" 50 45
item 1 "chest_level10" 49 29
item 1 "chest_level10" 5 74
item 1 "chest_level10" 62 75
item 1 "armorstand_level10" 3 34
item 1 "chest_lock_level10fine" 73 17
item 1 "chest_level10" 5 47
item 1 "spikeTrap" 52 10
item 1 "chest_weapon_level10fine" 74 19
item 1 "chest_lock_level10" 5 56
item 1 "chest_weapon_level10" 76 25
item 1 "armorstand_level05" 66 74
item 1 "chest_lock_level10" 40 11
item 1 "freezeTrap" 44 46
item 1 "chest_level10" 41 11

tile base 79 79 base/stone0
tile base 78 79 base/stone4
tile base 77 79 base/stone2
tile base 76 79 base/stone2
tile base 75 79 base/stone4
tile base 74 79 base/stone4
tile base 73 79 base/stone4
tile base 72 79 base/stone2
tile base 71 79 base/stone4
tile base 70 79 base/stone0
tile base 69 79 base/stone1
tile base 68 79 base/stone3
tile base 67 79 base/stone1
tile base 66 79 base/stone0
tile base 65 79 base/stone4
tile base 64 79 base/stone2
tile base 63 79 base/stone2
tile base 62 79 base/stone0
tile base 61 79 base/stone4
tile base 60 79 base/stone3
tile base 59 79 base/stone2
tile base 58 79 base/stone3
tile base 57 79 base/stone0
tile base 56 79 base/stone0
tile base 55 79 base/stone2
tile base 54 79 base/stone3
tile base 53 79 base/stone2
tile base 52 79 base/stone0
tile base 51 79 base/stone0
tile base 50 79 base/stone2
tile base 49 79 base/stone3
tile base 48 79 base/stone1
tile base 47 79 base/stone3
tile base 46 79 base/stone0
tile base 45 79 base/stone0
tile base 44 79 base/stone4
tile base 43 79 base/stone4
tile base 42 79 base/stone0
tile base 41 79 base/stone2
tile base 40 79 base/stone0
tile base 39 79 base/stone4
tile base 38 79 base/stone4
tile base 37 79 base/stone2
tile base 36 79 base/stone3
tile base 35 79 base/stone2
tile base 34 79 base/stone1
tile base 33 79 base/stone4
tile base 32 79 base/stone0
tile base 31 79 base/stone4
tile base 30 79 base/stone0
tile base 29 79 base/stone1
tile base 28 79 base/stone3
tile base 27 79 base/stone4
tile base 26 79 base/stone0
tile base 25 79 base/stone4
tile base 24 79 base/stone3
tile base 23 79 base/stone3
tile base 22 79 base/stone4
tile base 21 79 base/stone0
tile base 20 79 base/stone4
tile base 19 79 base/stone4
tile base 18 79 base/stone4
tile base 17 79 base/stone1
tile base 16 79 base/stone4
tile base 15 79 base/stone1
tile base 14 79 base/stone1
tile base 13 79 base/stone3
tile base 12 79 base/stone2
tile base 11 79 base/stone2
tile base 10 79 base/stone3
tile base 9 79 base/stone3
tile base 8 79 base/stone0
tile base 7 79 base/stone4
tile base 6 79 base/stone4
tile base 5 79 base/stone1
tile base 4 79 base/stone4
tile base 3 79 base/stone3
tile base 2 79 base/stone2
tile base 1 79 base/stone4
tile base 0 79 base/stone1
tile base 79 78 base/stone3
tile base 78 78 base/stone1
tile base 77 78 base/stone4
tile base 76 78 base/stone2
tile base 75 78 base/stone0
tile base 74 78 base/stone1
tile base 73 78 base/stone4
tile base 72 78 base/stone4
tile base 71 78 base/stone3
tile base 70 78 base/stone2
tile base 69 78 base/stone2
tile base 68 78 base/stone4
tile base 67 78 base/stone3
tile base 66 78 base/stone0
tile base 65 78 base/stone3
tile base 64 78 base/stone4
tile base 63 78 base/stone4
tile base 62 78 base/stone4
tile base 61 78 base/stone4
tile base 60 78 base/stone2
tile base 59 78 base/stone4
tile base 58 78 base/stone1
tile base 57 78 base/stone3
tile base 56 78 base/stone1
tile base 55 78 base/stone4
tile base 54 78 base/stone1
tile base 53 78 base/stone4
tile base 52 78 base/stone3
tile base 51 78 base/stone2
tile base 50 78 base/stone1
tile base 49 78 base/stone1
tile base 48 78 base/stone4
tile base 47 78 base/stone4
tile base 46 78 base/stone2
tile base 45 78 base/stone1
tile base 44 78 base/stone2
tile base 43 78 base/stone4
tile base 42 78 base/stone2
tile base 41 78 base/stone4
tile base 40 78 base/stone4
tile base 39 78 base/stone3
tile base 38 78 base/stone2
tile base 37 78 base/stone1
tile base 36 78 base/stone0
tile base 35 78 base/stone2
tile base 34 78 base/stone2
tile base 33 78 base/stone4
tile base 32 78 base/stone4
tile base 31 78 base/stone4
tile base 30 78 base/stone1
tile base 29 78 base/stone4
tile base 28 78 base/stone4
tile base 27 78 base/stone2
tile base 26 78 base/stone2
tile base 25 78 base/stone2
tile base 24 78 base/stone4
tile base 23 78 base/stone4
tile base 22 78 base/stone1
tile base 21 78 base/stone4
tile base 20 78 base/stone4
tile base 19 78 base/stone4
tile base 18 78 base/stone4
tile base 17 78 base/stone1
tile base 16 78 base/stone3
tile base 15 78 base/stone4
tile base 14 78 base/stone1
tile base 13 78 base/stone4
tile base 12 78 base/stone0
tile base 11 78 base/stone3
tile base 10 78 base/stone2
tile base 9 78 base/stone4
tile base 8 78 base/stone4
tile base 7 78 base/stone4
tile base 6 78 base/stone0
tile base 5 78 base/stone0
tile base 4 78 base/stone0
tile base 3 78 base/stone3
tile base 2 78 base/stone2
tile base 1 78 base/stone2
tile base 0 78 base/stone0
tile base 79 77 base/stone4
tile base 78 77 base/stone4
tile base 77 77 base/stone4
tile base 76 77 base/stone3
tile base 75 77 base/stone4
tile base 74 77 base/stone3
tile base 73 77 base/stone3
tile base 72 77 base/stone1
tile base 71 77 base/stone4
tile base 70 77 base/stone3
tile base 69 77 base/stone0
tile base 68 77 base/stone2
tile base 67 77 base/stone1
tile base 66 77 base/stone4
tile base 65 77 base/stone3
tile base 64 77 base/stone1
tile base 63 77 base/stone0
tile base 62 77 base/stone0
tile base 61 77 base/stone3
tile base 60 77 base/stone2
tile base 59 77 base/stone2
tile base 58 77 base/stone4
tile base 57 77 base/stone4
tile base 56 77 base/stone4
